order_id|status|store_id|customer_id|base_discount_amount|base_grand_total|base_shipping_amount|base_shipping_tax_amount|base_shipping_discount_amount|Weight|customer_dob|base_currency_code|customer_gender| customer_prefix| customer_firstname| customer_middlename|customer_lastname|store_name|shipping_method|customer_note|created_at|total_item_count|collection_id
100000001|placed|1|1|0.0000|459.0000|5.0000|0.0000|0.0000|0.0000|GBP|0.0000|459.0000|5.0000|0.0000|0.0000|0.0000|GBP|0|1|2|122.0000||ldobre@salmon.com|||asdasda||asdasda|Russia Website-Russia Store-Russian Store View|flatrate_flatrate||2015-08-19 11:19:04|1||
100000030|placed|1|1|0.0000|0.0100|0.0000|0.0000|0.0000|0.0000|CNY|0.0000|0.1100|0.0000|0.0000|0.0000|0.0000|RUB|0|77|78|1.5000||ldobre@salmon.com|||asdasda||asdasda|Russia Website-Russia Store-Russian Store View|collectinstore_collectinstore||2015-09-10 09:16:36|1|92VBO8U5|
100000031|placed|1|1|0.0000|0.0100|0.0000|0.0000|0.0000|0.0000|CNY|0.0000|0.1100|0.0000|0.0000|0.0000|0.0000|RUB|0|79|80|1.5000||ldobre@salmon.com|||asdasda||asdasda|Russia Website-Russia Store-Russian Store View|collectinstore_collectinstore||2015-09-10 09:18:57|1|D2VBO8V7|
300000004|placed|3||0.0000|0.0100|0.0000|0.0000|0.0000|0.0000|CNY|0.0000|0.0800|0.0000|0.0000|0.0000|0.0000|KGS|1|81|82|1.5000||ldobre@salmon.com|||asdsa||sa|Kyrgyzstan Website-Kyrgyzstan Store-Kyrgyzstan Store View|collectinstore_collectinstore||2015-09-10 09:23:38|1|78U38O42|
300000005|placed|3|13|0.0000|0.0100|0.0000|0.0000|0.0000|0.0000|CNY|0.0000|0.0800|0.0000|0.0000|0.0000|0.0000|KGS|0|83|84|1.5000||ldobre@salmon.com|||Liviu||Dobre|Kyrgyzstan Website-Kyrgyzstan Store-Kyrgyzstan Store View|collectinstore_collectinstore||2015-09-10 10:17:55|1|68U38O5E|
300000006|placed|3|13|0.0000|0.0100|0.0000|0.0000|0.0000|0.0000|CNY|0.0000|0.0800|0.0000|0.0000|0.0000|0.0000|KGS|0|85|86|1.5000||ldobre@salmon.com|||Liviu||Dobre|Kyrgyzstan Website-Kyrgyzstan Store-Kyrgyzstan Store View|collectinstore_collectinstore||2015-09-10 12:19:40|1|68U38O6D|
300000007|placed|3|13|0.0000|0.0100|0.0000|0.0000|0.0000|0.0000|CNY|0.0000|0.0800|0.0000|0.0000|0.0000|0.0000|KGS|0|87|88|1.5000||ldobre@salmon.com|||Liviu||Dobre|Kyrgyzstan Website-Kyrgyzstan Store-Kyrgyzstan Store View|collectinstore_collectinstore||2015-09-10 12:24:03|1|38U38O75|
300000008|placed|3|13|0.0000|0.0100|0.0000|0.0000|0.0000|0.0000|CNY|0.0000|0.0800|0.0000|0.0000|0.0000|0.0000|KGS|0|89|90|1.5000||ldobre@salmon.com|||Liviu||Dobre|Kyrgyzstan Website-Kyrgyzstan Store-Kyrgyzstan Store View|collectinstore_collectinstore||2015-09-10 12:51:21|1|98U38O88|
300000009|placed|3|13|0.0000|0.0200|0.0000|0.0000|0.0000|0.0000|CNY|0.0000|0.1600|0.0000|0.0000|0.0000|0.0000|KGS|0|91|92|3.0000||ldobre@salmon.com|||Liviu||Dobre|Kyrgyzstan Website-Kyrgyzstan Store-Kyrgyzstan Store View|collectinstore_collectinstore||2015-09-10 13:09:11|1|28U38O90|
300000010|placed|3|13|0.0000|0.0100|0.0000|0.0000|0.0000|0.0000|CNY|0.0000|0.0800|0.0000|0.0000|0.0000|0.0000|KGS|0|93|94|1.5000||ldobre@salmon.com|||Liviu||Dobre|Kyrgyzstan Website-Kyrgyzstan Store-Kyrgyzstan Store View|collectinstore_collectinstore||2015-09-10 13:13:22|1|E8U38OA4|
400000010|placed|4|1|0.0000|0.0100|0.0000|0.0000|0.0000|0.0000|CNY|0.0000|0.1100|0.0000|0.0000|0.0000|0.0000|RUB|0|103|104|1.5000||ldobre@salmon.com|||asdasda||asdasda|Russia Website-Russia Store-English Store View|collectinstore_collectinstore||2015-09-15 06:57:23|1|1BTF10A0|
300000016|placed|3|17|0.0000|0.0300|0.0200|0.0000|0.0000|0.0000|CNY|0.0000|0.2400|0.1600|0.0000|0.0000|0.0000|KGS|0|133|134|1.5000||yyan@salmon.com|||yan||yan|Kyrgyzstan Website-Kyrgyzstan Store-Kyrgyzstan Store View|collectinstore_collectinstore||2015-09-16 06:19:21|1|E8U38OGA|
300000017|placed|3|19|0.0000|0.0100|0.0000|0.0000|0.0000|0.0000|CNY|0.0000|0.0200|0.0000|0.0000|0.0000|0.0000|KGS|0|135|136|1.5000||sdsdsds@salmon.com|||fdsf||dfsdf|Kyrgyzstan Website-Kyrgyzstan Store-Kyrgyzstan Store View|collectinstore_collectinstore||2015-09-16 10:04:21|1|88U38OHF|
100000036|placed|1|14|0.0000|135.0000|12.0000|0.0000|0.0000|0.0000|CNY|0.0000|1470.0200|130.6700|0.0000|0.0000|0.0000|RUB|0|137|138|1.0000||skhomenko@salmon.com|1||Sergii||Khomenko|Russia Website-Russia Store-Russian Store View|tablerate_bestway||2015-09-17 22:50:45|1|82VBO948|
100000037|placed|1|14|0.0000|270.0000|24.0000|0.0000|0.0000|0.0000|CNY|0.0000|2940.0400|261.3400|0.0000|0.0000|0.0000|RUB|0|139|140|2.0000||sergii.khomenko@gmail.com|1||Sergii||Khomenko|Russia Website-Russia Store-Russian Store View|tablerate_bestway||2015-09-17 22:55:21|1|22VBO957|
300000020|placed|3|20|0.0000|101.5000|1.5000|0.0000|0.0000|0.0000|CNY|0.0000|203.0000|3.0000|0.0000|0.0000|0.0000|KGS|0|147|148|1.5000||a@b.cn|||Fe||Test|Kyrgyzstan Website-Kyrgyzstan Store-Kyrgyzstan Store View|collectinstore_collectinstore||2015-09-21 02:19:28|1|C8U38OK5|
