order_id|status|store_id|customer_id|base_discount_amount|base_grand_total|base_shipping_amount|base_shipping_tax_amount|base_shipping_discount_amount|Weight|customer_dob|base_currency_code|customer_gender| customer_prefix| customer_firstname| customer_middlename|customer_lastname|store_name|shipping_method|customer_note|created_at|total_item_count|collection_id
100000032|pending|1|14|0.0000|18.0100|18.0000|0.0000|0.0000|0.0000|CNY|0.0000|196.1100|196.0000|0.0000|0.0000|0.0000|RUB|0|99|100|1.5000||skhomenko@salmon.com|1||Sergii||Khomenko|Russia Website-Russia Store-Russian Store View|tablerate_bestway||2015-09-14 21:48:48|1|D2VBO907|
400000011|pending|4|1|0.0000|0.0100|0.0000|0.0000|0.0000|0.0000|CNY|0.0000|0.1100|0.0000|0.0000|0.0000|0.0000|RUB|0|105|106|1.5000||ldobre@salmon.com|||asdasda||asdasda|Russia Website-Russia Store-English Store View|collectinstore_collectinstore||2015-09-15 08:24:44|1|4BTF10B8|
100000033|pending|1|1|0.0000|0.0100|0.0000|0.0000|0.0000|0.0000|CNY|0.0000|0.1100|0.0000|0.0000|0.0000|0.0000|RUB|0|107|108|1.5000||ldobre@salmon.com|||asdasda||asdasda|Russia Website-Russia Store-Russian Store View|collectinstore_collectinstore||2015-09-15 09:43:27|1|A2VBO914|
400000012|pending|4|1|0.0000|0.0100|0.0000|0.0000|0.0000|0.0000|CNY|0.0000|0.1100|0.0000|0.0000|0.0000|0.0000|RUB|0|109|110|1.5000||ldobre@salmon.com|||asdasda||asdasda|Russia Website-Russia Store-English Store View|collectinstore_collectinstore||2015-09-15 10:03:48|1|BBTF10C2|
100000034|pending|1|1|0.0000|0.0100|0.0000|0.0000|0.0000|0.0000|CNY|0.0000|0.1100|0.0000|0.0000|0.0000|0.0000|RUB|0|117|118|1.5000||ldobre@salmon.com|||asdasda||asdasda|Russia Website-Russia Store-Russian Store View|collectinstore_collectinstore||2015-09-15 10:36:51|1|42VBO926|
300000014|pending|3||0.0000|138.0000|0.0000|0.0000|0.0000|0.0000|CNY|0.0000|1104.0000|0.0000|0.0000|0.0000|0.0000|KGS|1|129|130|1.0000||yyan@salmon.com|||xcxzcvx||xcxcx|Kyrgyzstan Website-Kyrgyzstan Store-Kyrgyzstan Store View|collectinstore_collectinstore||2015-09-16 03:54:39|1|98U38OEF|
300000018|pending|3|12|0.0000|622.0600|0.0600|0.0000|0.0000|0.0000|CNY|0.0000|1244.1200|0.1200|0.0000|0.0000|0.0000|KGS|0|141|142|6.0000||dli@salmon.com|||adfasdf|asdfasf|asdfasf|Kyrgyzstan Website-Kyrgyzstan Store-Kyrgyzstan Store View|collectinstore_collectinstore||2015-09-18 08:22:06|4|98U38OIB|
300000019|pending|3||0.0000|100.0000|0.0000|0.0000|0.0000|0.0000|CNY|0.0000|200.0000|0.0000|0.0000|0.0000|0.0000|KGS|1|143|144|2.0000||a@b.cn|||Fe||Test|Kyrgyzstan Website-Kyrgyzstan Store-Kyrgyzstan Store View|collectinstore_collectinstore||2015-09-18 10:22:56|1|C8U38OJ7|
100000038|pending|1||0.0000|100.0200|0.0200|0.0000|0.0000|0.0000|CNY|0.0000|1089.1200|0.2200|0.0000|0.0000|0.0000|RUB|1|145|146|2.0000||xzxc@askdas.com|||vzxc||zczczxc|Russia Website-Russia Store-Russian Store View|collectinstore_collectinstore||2015-09-18 11:39:35|1|F2VBO963|
300000022|pending|3|22|0.0000|810.0000|10.0000|0.0000|0.0000|0.0000|CNY|0.0000|1620.0000|20.0000|0.0000|0.0000|0.0000|KGS|0|151|152|10.0000||qwer@qwer.com|||qwer||qwer|Kyrgyzstan Website-Kyrgyzstan Store-Kyrgyzstan Store View|collectinstore_collectinstore||2015-09-22 06:29:53|1|38U38OM1|
300000025|pending|3||0.0000|505.0000|5.0000|0.0000|0.0000|0.0000|CNY|0.0000|1010.0000|10.0000|0.0000|0.0000|0.0000|KGS|1|171|172|5.0000||yyan@salmon.com|||yan||yan|Kyrgyzstan Website-Kyrgyzstan Store-Kyrgyzstan Store View|collectinstore_collectinstore||2015-09-29 03:17:28|1|38U38OPD|
100000046|pending|1|1|0.0000|0.0500|0.0300|0.0000|0.0000|0.0000|CNY|0.0000|0.5500|0.3300|0.0000|0.0000|0.0000|RUB|0|173|174|3.0000||ldobre@salmon.com|||asdasda||asdasda|Russia Website-Russia Store-Russian Store View|collectinstore_collectinstore||2015-09-29 10:08:32|2|12VBO9E6|
100000047|pending|1|1|0.0000|0.0300|0.0200|0.0000|0.0000|0.0000|CNY|0.0000|0.3300|0.2200|0.0000|0.0000|0.0000|RUB|0|175|176|1.5000||ldobre@salmon.com|||asdasda||asdasda|Russia Website-Russia Store-Russian Store View|collectinstore_collectinstore||2015-09-29 10:16:54|1|22VBO9FF|
